date,text,c2,c3,c4,c5,c6,c7
1/31/2019 23:58,انتصاب دولت موقت و بیعت نظامیان با امام خمینی رحمه الله . امام خمینی در 26 دی ماه در آستانه خروج شاه از کشور اعلام کرد که ما دولت را به همین زودی اعلام خواهیم کرد. در پانزده بهمن، نخست وزیری مهندس بازرگان به تصویب شورای انقلاب رسید.#چهل_سالگی_انقلاب #امام_خمینی #شاه_رفت,1,0,505,2,9,15
1/31/2019 23:58, عزیزم.اعصابت رو آروم نگه دار.گرچه سخته.مراقب خودت باش :(((,0,1,506,115,126,2513
1/31/2019 23:58,هرشب با کلکسیون رنگارنگ شالهای محمدحسین لطیفی در هفت#جشنواره_فیلم_فجر,0,8,507,574,111,1069
1/31/2019 23:58,RT : ساده بگویم گنبدت را دوست دارم. ,9,0,508,465,184,1520
1/31/2019 23:58,ندانی چه حالم از این عاشقیچگونه گرفتارم از عاشقیبه پا کردی شبی آتشی در دلمکه شد روزگارم تب عاشقی...زبان حال جان شیفتگانی که همه چیز خود را فدای خلق خویش کردند و یارانشان  که برادامه این راه عزمی استوار دارند ، راهی طولانی از مقاومت در برابر  #چهل_سال_دیکتاتوری فاشیسم دینی ,1,2,509,274,428,1650
1/31/2019 23:58,RT : دلم قتل یک انسان بی گناه میخواد😐,1,0,510,557,139,9443
1/31/2019 23:58,من دختر به این خوبی، آرام نشستم یک گوشه چرا بلاکم میکنید خب.😞,0,10,511,1319,120,824
1/31/2019 23:58, ولی به نظر من قطعا بابای ممد خاتمی، زیبا کلام و تاجزاده و سایر نخاله ها قطعا نباید ازدواج میکردنولاغیر.نقطه.,0,1,512,1374,2159,5374
1/31/2019 23:58, اطلاعاتی من باب زبان فارسی :)))),0,1,241,4482,687,14917
1/31/2019 23:58,  خب بیا به دعوامون برسیم خواهر. چی می‌گفتی تو؟ اصن تو چطوری یهو از مادر شدی خواهر اگه ریگی به کفشت نیس؟,0,2,4,381,755,4084
1/31/2019 23:58, اره واقعا خیلی دیرهادم وسوسه میشه بره مانگا بخونع,0,1,513,400,1648,4957
1/31/2019 23:58,  ولی جدی اینو ریپورتش کنین,0,2,514,493,509,7174
1/31/2019 23:58,هموطنان عرب و بخصوص زنان عرب در بی عملی ارگان‌های حکومتی به مقابله با سیل و یاری سیل زدگان برخاسته اند.#چهل_سال_ديکتاتوري#چهل_سال_سرکوب ,3,3,515,1803,3368,18426
1/31/2019 23:58,"RT : بچه که بودم می خواستم به یکی فحش بدم می گفتم: ""گاو""اگه می خواستم فحش رکیک بدم می گفتم: ""گوساله"" یعنی باباش گاوهالان…",13,0,516,3,3,1
1/31/2019 23:58,اگه نیست بگین نه://,0,2,151,2006,852,6714
1/31/2019 23:58, ب منه یا بچه م؟,0,1,517,271,501,5574
1/31/2019 23:58,RT : راستی امروز سالگرد شهادت شهید عزیز حجت باقری هست شهیدی که پاسداری از انقلاب، شهد شیرین شهادت را دردرسوریه نوش جان کرد.#چهل_…,3,0,226,2,6,22
1/31/2019 23:58, نه بابا:)))ببین من حتی غذا درست میکردم و ...:)))))))میخوام بگم اصن ربطی نداره. کافه چی داره؟:))),0,1,518,2230,739,72022
1/31/2019 23:58, بهزاد جان psv کنسول بازی است. منظورت فکر کنم spv بوده.🤣🤣,0,1,519,423,777,1769
1/31/2019 23:58,ولی انصافا این نبود زندگی...,0,7,520,10,27,55
1/31/2019 23:58,از رو عصبانیت* وگرنه زبون کیری من میتونه ۴۸ ساعت بدون وقفه زر بزنه,0,15,521,24,42,120
1/31/2019 23:58,در شرف دی اکتیوم دوستان، کنکوری میشم باز,0,4,522,166,195,238
1/31/2019 23:58,پکیج توان بخشی فقط چشاش,0,16,523,2845,1220,36612
1/31/2019 23:58, اوکی:)))))))),0,1,524,2427,133,22033
1/31/2019 23:58,RT : فکر کنم داره با گوگل ترنسلیت صحبت میکنه ,89,0,525,122,206,1760
1/31/2019 23:58,وحدت کلمه و حضور خود را در صحنه حفظ کنید و یاد امام و انقلاب را زنده نگه دارید . مقام معظم رهبری #مشق_24#چهل_سالگی_انقلاب,3,2,198,2,2,3
1/31/2019 23:58,اصلا هدر خودمو میبینم حال میکنم :),0,8,526,176,153,10029
1/31/2019 23:58,شاید قرار نیست حال دل ما بدون شما خوب شه...#اللهم_عجل_لوليك_الفرج,0,0,527,1,5,3
1/31/2019 23:58,RT : خبرگزاری دولت با انتشار اطلاعاتی کذب مدعی شد موج ضد FATF در شبکه های اجتماعی رباتیک بوده است.اینفوگراف زیر که مخاطبان ۴…,224,0,528,154,94,191
1/31/2019 23:58,RT : عشق یکطرفه یک تجربه عاشقانه نیست یک تنهایی عاجزانه ست...,297,0,529,49,59,3
1/31/2019 23:58, راستی نادر کیروش رفت ،احمدی نژاد هم ازش تشکر کرد ،به خوبی وخوشی,0,0,530,2,76,6
1/31/2019 23:58,RT : خاک بر سر خاندان پهلوی که از خارج خاک پاک ایران پارس میکنند.#چطوری_پهلوی#مشق_31 ,5,0,531,12,37,7
1/31/2019 23:58,لعنتی کارکنسردمهمی‌خوام برم خونه.خاطرات من در دوازده شب و کنار خودپرداز,0,0,532,0,9,5
1/31/2019 23:58,RT : زندگی اشرافی و روحیه #تجمل_گرایی مسئولان نه تنها با آموزه های اسلامی و ساده‌زیستی و تأکیدات #امام و رهبری مغایر است بلکه…,69,0,348,484,917,7024
1/31/2019 23:58, واقعا پدر مظلومترینه,0,1,533,580,542,1810
1/31/2019 23:58,RT : بعضی ها هم می آیند،دستمان را می گیرندواز زیرزمینی که هستیم بیرون می آورندوپرت میکنن به اتاقی دیگر..همان است،تنهاتروتاریک تر چ…,250,0,457,7948,7569,66237
1/31/2019 23:58,RT : «مراد طاهباز»، «سام رجبی»، «امیرحسین خالقی»، «هومن جوکار»، «سپیده کاشانی»، «نیلوفر بیانی» و «طاهر قدیریان»، «عبدالرضا…,53,0,397,1089,1097,25802
1/31/2019 23:58,♻️1 _مطالب این آرشیو بتدریج، به آرشیو شماره ۲ منتقل میشود،، دوستان اگر جهت انتقال مطالب همکاری کنند ممنون میشوم،،بدلیل اینکه برای یک اکانت ثابت مطلب ارسال میشود،تعداد زیادی توییت در روز نمیتوانم جابجا کنم،از مدیا وارد شده،ازبین توییتهای ارسالی قبل،موارد را کپی وبه آرشیو ۲ ببرید،,0,0,534,0,0,9
1/31/2019 23:58,  بزرگوارید 🌷,0,0,535,6929,6027,16039
1/31/2019 23:58,RT : محسن رفیق‌دوستی که زندگی اشرافی داره، حقوق آنچنانی می‌گیره، لکسوس سوار میشه و نمک بر زخم مردم می‌پاشه، باید هم بگه برجام دس…,89,0,278,220,356,947
1/31/2019 23:58,RT : ایران سیزدهمین کشور جهان در زمینه زیست فناوری #بعثت_انقلاب #چهل_سال_سازندگی ,16,0,536,25,480,10
1/31/2019 23:58,سالی که نکوهس از عشق شروع میشود#عشق #مشق_39 #پرسپولیس,0,0,537,10,15,5
1/31/2019 23:58, دقیقا,0,0,538,40,161,13
1/31/2019 23:58, چشم,0,1,539,1342,1549,13565
1/31/2019 23:58,RT : 🔴بی‌خبری نگران کننده از وضعیت #امیر_امیرقلی✔️ از #امیر_امیرقلی فعال کارگری و عضو تحریریه نشریه گام که در تاریخ بیست‌وپ…,36,0,540,709,402,10583
1/31/2019 23:58,RT : چندماه قبل از انتخابات ۸۸ به اصرار علی لاریجانی گزارش تایید نشده دیوان محاسبات در مجلس قرائت شد که خبر از گم شدن یک میلی…,4,0,541,8,56,12
1/31/2019 23:58,هیهات من الذل #مشق_33#مرگ_بر_آمریکا,0,0,542,44,329,24
1/31/2019 23:58,RT : متن کامل #INSTEX را خواندم نوشته تمرکز اولیه روی دارو غذا و احتیاجات اولیه است اما این را ابتدای راه دانسته و قابل توسعه است…,13,0,543,684,659,15405
1/31/2019 23:58, ایول,0,0,412,17,37,64
1/31/2019 23:58,چار تکبیر زدم یکسره بر هر چه که هست,0,0,544,189,44,2267
1/31/2019 23:58,RT : با سوره ی دل ، اگر خدارا خواندیحمد و فلق و نعره ی مستانه یکیستاین بی خردان،خویش ، خدا می داننداینجا سند و قصه و افسان…,34,0,545,22,77,3
1/31/2019 23:58,RT : یکی از هزارها دستاوردهای بزرگ نظام . آموزش دادن نیروی کار و متخصص ایرانی و خودکفایی در تولید هست.#مشق_۲۸#چهل_سال_سازندگی…,1,0,422,0,1,46
1/31/2019 23:58, جانم من عصبانیم خیلی هم عصبانیم وقتی عصبانیم فقط لبخند میزنم,0,3,546,194,89,7095
1/31/2019 23:58,RT : لامصبا دوتا جمله بنویسید بعد هشتگتونو بزنین تنگش .طرف اومده دوتا کلمه نوشته بعدم هشتگ زده مشق فلان 😁😁#مشق_35,1,0,547,2,20,26
1/31/2019 23:58,دلم درد‌و‌دل میخواد,0,0,548,14,33,21
1/31/2019 23:58,RT : در #نمایشگاه_اقتدار_۴۰ نیروهای مسلح جمهوری اسلامی ایران به هیچ وجه قرار نیست بگویند تنها دستاورد نظام در ۴دهه تنها موشک و مه…,30,0,549,23,52,29
1/31/2019 23:58, ااا این سوسکا 😍,0,1,550,25,25,146
1/31/2019 23:58, پ ن پ میریم بهشت حوری فشار میدیم با محمد و علی و بقیه,0,5,551,377,669,824
1/31/2019 23:58,RT : حالا که سگ گردانی رو ممنوع کردید اگه زلزله اومد گه میخورید با خودتوم سگ زنده یاب بیارید خود رئیس سازمان مدیریت بحرانو بیار…,33,0,552,1914,4453,12196
1/31/2019 23:58,شب جمعه مادر سادات د بین الحرمین و من نزدیک حرم آقا امام رضا#مشق_39,0,0,553,51,175,2
1/31/2019 23:58,RT : ولنتاین نزدیکه و هدیه می‌خرید، یه توصیه و تقاضا از دوستان دارم‌، لطفاً برای کادو زباله های چینی نخرید و از مادری که نیاز دارد و…,820,0,554,33,33,527
1/31/2019 23:58,RT : فیلم کوتاهی از مراسم چهاردمین سالگرد در گذشت شاهدخت لیلا پهلوی، گروهی از ایرانیان مبارز مقیم اروپا و آمریکا بر... http:…,25,0,10,481,4998,4875
1/31/2019 23:58,RT : اشتباهات بهترین کمکی هستن که وجود داره.,21,0,555,2,4,2
1/31/2019 23:58, نه این خودکشی در انحصار منه تو برو با برق خودتو بکش,0,1,556,3561,298,43416
1/31/2019 23:58,"فقط چند ساعت تا "" آب و برق را مجانی میکنیم"" مانده است...",1,17,557,36,280,8
1/31/2019 23:58, ترکای با معرفت زیادن من خیلی از دوستام ترک بودن ...,0,0,558,50,77,27
1/31/2019 23:58, منو المذيع الي قص عالعرب وقال احنا دچينا اسرائيل دچ وآخرها طلع السقف طايح فوق راسنا هههه,0,0,559,1290,1433,10564
1/31/2019 23:58,RT : ایران  هجدهمین کشور جهان از نظر محصولات دائمی کشاورزی #بعثت_انقلاب #چهل_سال_سازندگی ,10,0,536,25,480,10
1/31/2019 23:58,RT : عمله‌های سانسور که خودشون باجرح‌وتعدیل و طبعاً بدون مجوز ازانتشارات اصلی، اثرای خارجی رو به فارسی منتشر می‌کنند، نمی‌تونن ببینند…,1,0,560,4131,190,2529
1/31/2019 23:58,"✅  #تلنگر 🗡 امروز ""دعای فرج"" همان ""شمشیر"" در کربلاست علیه دشمنان یک روزی امام زمان در کربلا را، با شمشیر باید یاری میکردیمامروز امام زمان در غیبت را، با دعا برای فرج باید یاری کنیم",0,0,561,4,4,8
1/31/2019 23:58,RT : #پاسداران_تجاوز_به_اعدامی_باکره#ترور_نرم_علی_عبدالرضایی #هراس_رژیم_از_تئوریسین_براندازیاخیرن شاهد جبهه گيرى متعدد كساني بود…,3,0,562,0,6,40
1/31/2019 23:58,RT : روزى #ايران در ميان ١٥ #اقتصاد بزرگ دنيا بود. امروز به جايگاه سى ام دنيا سقوط كرده و سال آينده به دهك چهارم فرو خواهد ا…,122,0,563,748,187,9321
1/31/2019 23:58,RT : مستند ولایت مطلقه فقیه ۱۵بهمن ساعت ۲۳مستند انقلاب ۵۷ساعت ۲۲از ۱۸بهمن در منو تو دوستان توصیه میکنم حتما ببینید 😘😘#مستند…,11,0,564,18,200,41
1/31/2019 23:58, یه هشتگ ماشاءالله بزنید ☹️,0,1,565,88,59,874
1/31/2019 23:58, 😂😂😂 هیچ وقت برای اصلاح دیر نیست,0,1,566,2632,847,8348
1/31/2019 23:58,RT : یک کار مثبت که به نام مذهب انجام شده به من نشان بده، من صد کار منفی که به نام مذهب انجام شده نشان‌ت می‌دهم.,10,0,567,0,30,1
1/31/2019 23:58,RT : فقط همینو کم داشتیم:/ورود امام دبستان یاسوج ,11,0,568,115,99,1052
1/31/2019 23:58,دعا کنید سرم خوب بشه,0,4,569,367,240,10074
1/31/2019 23:58, 😀نفهمیدم چی فرمودین,0,0,570,82,93,173
1/31/2019 23:58,همیشه برنده #پرسپولیس#مشق_39,0,0,571,2,18,6
1/31/2019 23:58,چرا ساکتیم؟#تشکیل_شورای_انقلاب,2,3,572,2,8,6
1/31/2019 23:58, اولین فضانورد هاشمی رفسنجانی😃#مشق_24,0,0,90,10,11,4
1/31/2019 23:58,  ببینید وقتی یه نفر توی یک جامعه‌ای معروف میشه،برا جوونا الگو میشه که این الگو باید آدمی باشه که به مردم آسیب نرسونه حتی توی غرب سوپر استارهاشون نمی تونن همه کارهایی رو که مردم عادی انجام میدن رو انجام بدن,0,0,573,0,11,2
1/31/2019 23:58, زیارت منو از خدا بخوا,0,0,574,14,32,93
1/31/2019 23:58, بابا که بهتره با خواسته مردم نباید زندگی کنی,0,0,317,75,192,1262
1/31/2019 23:58,فلانیا راستشو بگین ...با اینکه میدونم اینجا اینستا نیس ولی...کوت کن و بگو...کوفت، درد، زهر مار,2,18,575,728,351,10579
1/31/2019 23:58,RT : بیش از انقلاب و در سال 1357 دو مرکز آموزش استعدادهای درخشان در کشور فعالیت می کرداین تعداد در سال 1390به 670 مرکز رسیده است…,6,0,226,2,6,22
1/31/2019 23:58, واسه منم ريت بزن پليز :)),0,0,576,36,38,13
1/31/2019 23:58, خخخخخخپچ 😂😂😂😂😂,0,1,577,1512,789,9163
1/31/2019 23:58,کاراموز دیجیتال مارکتینگ تو دوره کاراموزیش چیا باید یاد بگیره؟ میشع ریتوییت کنید؟,3,18,578,1338,1321,16919
1/31/2019 23:58,   جووون بک😍😍,0,1,53,758,679,3415
1/31/2019 23:58, نه دیگهههه😂😂,0,1,579,1429,316,14669
1/31/2019 23:58,RT : ۲عراقچی، معاون وزیر خارجه رژیم نیز بی‌درنگ با سرخوردگی گفت: امیداریم این سازوکار «ناقص نباشد» و «به مبادله کالاهایی چون غذا و…,11,0,580,0,5,6
1/31/2019 23:58,RT : چون همسفر عشق شدی مرد سفر باشهم منتظر حادثه هم فِکر خطر باش ترانه ای بسیار تاثیر گذار از #داریوشکلام : اردلان سرفرازتن…,7,0,581,143,251,639
1/31/2019 23:58, خیلی هم شیک و مجلسی,0,0,582,67,80,31
1/31/2019 23:58, خوب املام از بچگی ضعیف بود...:-(,0,0,583,45,156,761
1/31/2019 23:58,RT : هر وقت به خانوما اجازه داشتنِ چند تا شوهر رو دادن اونوقت قبول میکنم یه مرد حق داره چند تا زن داشته باشه,61,0,584,9348,4019,21185
1/31/2019 23:58, یکی از اعضای خانواده م. به من نگفته بودن امروز شنیدم کلا ریده شده به اعصابم,0,1,585,823,395,4041
1/31/2019 23:58,RT : متن چی بنویسم؟#مشق_26 #مشق_مجازی #دیروز_امروز_فردا,7,0,196,6,13,28
1/31/2019 23:58,RT : این خیلی زیباست، از دست ندید:برادر مسعود از لحظه ای تعریف میکنه که در زندان شاه برای اولین بار خبر شهادت اولین شهید ساز…,80,0,586,15,88,6
1/31/2019 23:58,داشتم یه ماجرایی رو برا یکی تعریف می‌کردم، وسطش این قدر گریه کردم موضوع از حیز انتفاع خارج شد، حالا خوبه مخاطبم امام رضا بود.,0,8,587,736,639,2236
1/31/2019 23:58,RT : فاطمه معمار خلق سینه زن ها بوده استیک حسینیه خودش در بین قلبم ساخته...#شب_جمعه ,4,0,588,453,361,3062
1/31/2019 23:58, از لحظه تحویل سال تا الآن توفیق نداشتیم ... غافل از این نزدیکم هستیم,0,0,589,1,3,2
1/31/2019 23:58,RT : ⁧ #چهل_سال_سازندگی⁩ یعنی مردم بدانید که با وجود تحریم های چهل ساله و چه بسا بیشتر؛ ما توانستیم در حد توانمان خدمتگذار…,1,0,422,0,1,46
1/31/2019 23:58, آخ آخ خیلی تجربه کردم من این سفرونصف شب وسط جاده تو تاریکی محض بیابونا و سکوتچقد اون‌موقع فک کردن آدم عمیق میشه,0,0,590,40,65,25
1/31/2019 23:58,RT : ایران ۱۳ کشور از نظر قدرت نظامی #بعثت_انقلاب #چهل_سال_سازندگی ,12,0,536,25,480,10
1/31/2019 23:58, اسپویل نکنین! :|,0,0,591,30,112,360
1/31/2019 23:58, به‌به 👌🏻,0,1,592,785,241,21127
1/31/2019 23:58, شما حساب کن یه چیزی میدیم بالاخره! :),0,3,410,6418,2276,29368
1/31/2019 23:58, جلوبندی ساز عالی کار درست داریم تضمینی درست میکنه اگه قوطی های شاسی نخورده یعنی میزون باشه با تضمین بهت میده البته اینطوری ک میگی صدا تغییر کرده یعنی تو‌چرخش چرخ مشکلی داره شاید بلبیرینگ چرخ وگرنه طبق صدا خاصی نمیده که,0,0,593,72,90,680
1/31/2019 23:58,RT : ولنتاین نزدیکه و هدیه می‌خرید، یه توصیه و تقاضا از دوستان دارم‌، لطفاً برای کادو زباله های چینی نخرید و از مادری که نیاز دارد و…,713,0,270,26,94,163
1/31/2019 23:58,  نمیشه که,0,0,594,10,40,256
1/31/2019 23:58, ابرسانی با مشکهای میمون نشان,0,1,595,1260,2303,7523
1/31/2019 23:58,RT : چرا می‌گید «برادرزاده»؟ برادرزاده یه واژه جنسیت‌زده و محصول فرهنگ مردسالاره. مگر اون بچه رو برادرتون به دنیا اورده؟ باید…,29,0,596,156,13,6543
1/31/2019 23:58,RT : #معتمد_آریا در ۵ اثر تلویزیونی ،۶ کارعروسکی، ١١ تئاتر و ۴٩ فیلم سینمایی در این ۴٠ سال حضور داشته و نامزد و برنده ١۵ جایزه…,719,0,447,1461,753,13241
1/31/2019 23:58,RT : بر اساس منظومه فکری امام راحل تا امثال #رفیقدوست و رئیس #بنیاد_مستضعفان در این مملکت مسئولیت دارند، انقلابِ‌اسلامی محفوظ…,11,0,27,177,357,547
1/31/2019 23:58, من فیک عمو قنادم🤷🏻‍♀️🤷🏻‍♀️🤷🏻‍♀️,0,0,597,4613,1633,23732
1/31/2019 23:58, 😂😂 مرسی هستی,0,0,598,498,386,1198
1/31/2019 23:58,RT : کسی از ظاهر یک کوه،حالش را نمی‌فهمد.به ظاهر ساکتمدر سینه ام آتشفشانی دارم#مشق_18 #مشق_مجازی,8,0,76,2554,96,5664
1/31/2019 23:58,فندک میگیرین پس بدین جاکشا,0,3,599,20,23,124
1/31/2019 23:58,"RT : قبلا گفتیم بازم میگیمبه گفته تورات و انجیل، سرنوشت نابودی اسرائیل به دست قوم آشور ""ایران"" است..!#USARegimeChange",15,0,600,3,70,6
1/31/2019 23:58,  پرتاب کلیه موشکهای ماهواره بر، توسط نیروی هوا-فضای سپاه پاسداران صورت می‌گیرد. این موشکها در سازمان هوا-فضای سپاه پاسداران، توسط متخصصان سپاه پاسداران ساخته شده و حکومت آخوندی تلاش می‌کند با گذاشتن اسامی غیرنظامی آن‌را به‌اصطلاح پروژه علمی و تحقیقاتی وانمود کند.#نه_شاه_نه_شیخ,5,6,601,213,1217,10474
1/31/2019 23:58,RT :  سلام،چرا همانطور که نام رضا پهلوی و مجاهدین را آوردید، از ما صحبت نمی کنید؟حسن نیت خودتون رو با آوردن اسم ما نشان…,8,0,602,0,1,2
1/31/2019 23:58, داداش بعد ۱۵ سال رفاقت نتونیم جات دندون درد بکشیم به چه دردی میخوریم پس,1,1,603,301,979,2667
1/31/2019 23:58,#فاکس_نیوز 🔻فیبسبوک چند صد حساب کاربری، گروه و صفحه که به طور هماهنگ شده از ایران کنترل میشدند و عملکرد نامتعارف داشتند مسدود کرد 🔻توییتر هم بعد از فیسبوک اعلاک کرد 2617 اکانت که از طریق روسیه و ایران و ونزوئلا هدایت میشدند و قصد اثر گذاری روی انتخابات آمریکا رو داشتند بسته .,0,0,405,766,1291,24271
1/31/2019 23:58,۴۰-آمریکه گفت دیگه!!! گفت ما مَردیم خوردنی موردنی تحریم نمیکنیم,0,2,604,110,106,361
1/31/2019 23:58,RT : این محمد است. امدادگر هلال‌احمر و درگیر #سیل_خوزستان. شغل محمد اما این نیست. او کارگر #هفت‌تپه است. یکی از نمایندگان کا…,346,0,605,2910,857,61732
1/31/2019 23:58,RT : #USARegimeChange🌐 روزنامه انگلیسی گاردین مینویسد : در هر ۱۸۷۰ روز درآمریکا ۱۶۲۴ تیراندازی دسته جمعی رخ می دهد 🌐روزنامه…,1,0,606,127,207,181
1/31/2019 23:58,RT : عکس العمل من وقتی میگن خلاقیت داشته باش تو توییت هات  ,6,0,607,95,107,70
1/31/2019 23:58,RT : 4 هزار زن شاعر و داستان نویس سند افتخار ادبی جمهوری اسلامی ایران است.#بعثت_انقلاب #چهل_سال_سازندگی …,13,0,608,6,2,386
1/31/2019 23:58, کارت رو تبدیل کنه به پاسپورت,0,1,175,998,1070,2050
1/31/2019 23:58,RT : #چهل_سالگی_انقلاب اونجاش خوبه که ما چهل سال فقط زدیم تو دهن آمریکاکه یعنی میشه 480 ماهکه یعنی میشه 14400 روزکه یعنی میش…,3,0,70,846,985,13429
1/31/2019 23:58,مدیران شهری باید هرچه سریع تر برای جبران خسارات مردم سیل زده اقدام نمایند.#مدیریت_شهری_اقدام_انقلابی #استاندار_شهردار_زیرساختو_درست_کن,0,0,472,62,111,1100
1/31/2019 23:58,RT : #تصویر۴۰ساله  برای من یعنی این، همه کنار هم بودن، با هرشکلی، با هرمرامی، یکی با روسری، یکی بی روسری، کاش این تصویر همی…,60,0,609,1491,1816,860
1/31/2019 23:58,RT : هر کتابی که در جایگاه اخلاق قرار نداشته باشد هیچگاه نمیتوان در ان #اندیشه و خرد را جستجو کرد ، حتی کتابی از ان #خدایان#براند…,1,0,610,0,2,2
1/31/2019 23:58,RT : ایران رتبه ۱۷ جهان از نظر تولید علم #بعثت_انقلاب #چهل_سال_سازندگی ,13,0,536,25,480,10
1/31/2019 23:58,RT : همیشه از #تبلیغات گمراه کننده #دین باید حذر کرد چونکه خرد انسانی را #هدف گرفته ، هیچ #تمدنی در #دنیا با دین شروع نشده اما بسی…,0,0,610,0,2,2
1/31/2019 23:58,RT : ردولوت بيشتر بهش ميخوره يك نوع تفنگ باشه تا كيك,1,0,88,2695,644,70655
1/31/2019 23:58, شت همیشه همینقدر خوش شانسیمااااا ://,0,0,611,16,29,2
1/31/2019 23:58, کونی بذا سی ثانیه بگذره آخه :))),0,1,612,7227,529,88276
1/31/2019 23:58,#گوش بده #عربده را#دست منه بر #دهنمپ.ن: #رئیس_جمهور: #پناه می‌برم به #خدا، از بستن #دهان منتقدین!,0,0,613,0,9,2
1/31/2019 23:58,خبر تکمیلی آقای بهروز بوچانی،ایشان دوجایزه بهترین اثرغیر داستانی به ارزش ۲۵هزار دلاروجایزه ادبیات به ارزش ۱۰۰هزار دلار را درمراسم اعطای جوایز ادبی موسوم‌به «ویکتوریا»استرالیارا دریافت کرد. ایشان که از ۲.۱۳درانتظارپذیرش پناهندگی است نتوانست دراین مراسم شرکت کند.👇👇,0,10,614,301,328,4933
1/31/2019 23:58,RT : پس از آنکه فعالان محیط زیست خرابکاری سپاه را فهمیدند ودیدند که زباله های هسته ای روسیه را در خاک ایران دفن میکنند اطلاعات سپ…,19,0,397,1089,1097,25802
1/31/2019 23:58,RT : به نظر شما ج.ا نباید ما رِ به عنوان عنصر نامطلوب از کشور اخراج کنه؟,4,0,615,4,146,1
1/31/2019 23:58,RT : 🌹میهن پرستی، یعنی حمایت از کشورت تمام اوقات، و از دولت کشورت وقتی که لیاقتش  را دارد.🌹 «مارک تُواینْ»,22,0,616,1,13,7
1/31/2019 23:58,  من کراش ایشون هستم؟,0,0,617,7,79,1
1/31/2019 23:58,چند روز پیش به یکی گفتم بیا یکم حرف بزن میخوام یه نفر حرف بزنه باهام.یه وویس فرستاد از جایی که بود و یک دقیقه صدای مامانش توش بود!درک مشترک اینجاهاست که فقدانش حس میشه.,0,3,618,57,79,941
1/31/2019 23:58,RT : #تصویر۴۰ساله  خودتی جوان ایرانی,2,0,619,160,380,2124
1/31/2019 23:58,مردم ایران قیام کنید پشیمان نخاهیدشد اگر نگران مرگ وشکنجه هستید اینک شما مرده متحرکید وبا گرانی وکار شبانه روزی ودستمزد کم وبدون مزایا وپرداخت قبض گران وتنفس هوای الوده ودستوپنجه نرم کردن با امراض متنوع شکنجه میشوید.,0,0,620,1,1,11
1/31/2019 23:58,RT : که منم زنده به بوی تو_,1,0,621,5645,464,62283
1/31/2019 23:58,۳۷ ساله داره جشنواره برگزار میشه هنوز نظم نداره. البته الان باز از اون دوره که باید صبح میرفتی پشت در سینما روی کاغذ برنامه روز رو مینوشتن بهتره.,0,21,622,5364,449,46613
1/31/2019 23:58,RT : به یک دوست دختر ِ متعهد جهت سواستفاده جنسی (دو روز در هفته سکس) نیازمندیم . . .,1,0,623,1822,554,28786
1/31/2019 23:58, شلوغیِ سر اگر خوب باشه خوبه,0,1,624,527,960,495
1/31/2019 23:58,  قشنگ از عکس مشخصه چه دستمالی پهن کرده واسه یه عکس.حال و روز خبرنگارای مارو ببینید🙃😐,0,1,625,2753,2280,5813
1/31/2019 23:58,RT : اومدیم جنگیدن رو یاد بگیریم...#مشق_مجازی#مشق_26,10,0,196,6,13,28
1/31/2019 23:58, مزدور باز میگی خب اسمش روشهولی یه سری تو صفحه خود همین یارو دیدم دیگه غرق شدن انگارکونشونم بذارن میرن شعار میدن,0,1,626,128,60,4523
1/31/2019 23:58, 😍 خوش سلیقه ترینی,0,1,627,11,47,53
1/31/2019 23:58, جقدر دلم سوخت .. یک دختر جوان تحصیل کرده و با هزازان امید و آرزو پرپرشد .. تا کی باید شاهد این بی کفایتی و مابسامانی ها باشیم . چقدر پدر و مادر و بستگان برایش زحمت کشیدند و باد هوا شد .. روح پاکش در ارامش ابدی..,0,0,628,217,1177,1314
1/31/2019 23:58,RT : امروز در كشور، رقابت مشروع و مقبول از نظر مردم و ما، فقط رقابت براى خدمت كردن به مردم است.#مشق_24#چهل_سالگی_انقلاب#…,8,0,629,7,0,18
1/31/2019 23:58, من الان ۱۲ ساله ماشین دارم از اولشم خودم میزدم ! جمع نبند,0,0,630,90,240,437
1/31/2019 23:58,RT : 🔴 توییتر نیز بعد از فیسبوک اعلاک کرد: ۲۶۱۷ اکانت که از طریق روسیه ایران و ونزوئلا هدایت میشدند و قصد اثر گذاری روی انتخابات…,4,0,552,1914,4453,12196
1/31/2019 23:58, ببین عشق منی تا ابد، تا وقتی بمونه ازم یه جسد,0,1,631,0,3,2
1/31/2019 23:58,RT : در مناطق عشایر نشین رساندن آب شرب سالم و کمک به افزایش سطح سلامت عمومی از خدمات شایان ذکر برای عشایر می باشد.#چهل_سا…,4,0,226,2,6,22
1/31/2019 23:58,RT : مذاکره  آمریکا با جمهوری اسلامی ایران، یعنی نفوذ + زیرنویس انگلیسی ,1,0,632,104,62,81
1/31/2019 23:58, الان بافت مورو باز میکنن و میخوابن:/,0,0,331,6,3,6
1/31/2019 23:58,RT : هر کیو دیدید مثل خانم #فاطمه_معتمد_آریا داره از انقلاب ناله و شکایت میکنه، اونو به #چالش_عکس_چهل_سال_پیش دعوت کنید!ببینید…,3,0,633,92,91,590
1/31/2019 23:58,            مبارک,0,0,634,23,174,51
1/31/2019 23:58,لحظه ٢ تيكه شدن هواپيماي جنگنده سوخو روسي من را به ياد اقتصاد كمونيستي و طرفداران,0,0,158,5,3,38
